Security Code & Security Name	ISIN Code	Date Listed	Market	Industrial Group	CFICode	Remarks
3051¡@OPTIMAX	TW0003051009	2002/10/28	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3052¡@APEX	TW0003052007	1995/11/25	TWSE LISTED	Building Material&Construction	ESVUFR	
3054¡@LIWANLI	TW0003054003	2002/11/18	TWSE LISTED	Semiconductor Industry	ESVUFR	
3055¡@SPIROX CORP.	TW0003055000	2002/12/12	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3056¡@ZONGTAI	TW0003056008	2003/03/03	TWSE LISTED	Building Material&Construction	ESVUFR	
3057¡@PROMISE	TW0003057006	2002/12/18	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3058¡@LEI	TW0003058004	2002/12/09	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3059¡@ALTEK	TW0003059002	2002/12/24	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3060¡@MIN AIK	TW0003060000	2003/04/21	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3062¡@CYBERTAN	TW0003062006	2003/07/28	TWSE LISTED	Communications and Internet	ESVUFR	
3090¡@NDB	TW0003090007	2007/12/31	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3094¡@DAVICOM	TW0003094009	2007/08/06	TWSE LISTED	Semiconductor Industry	ESVUFR	
3130¡@104	TW0003130001	2006/02/17	TWSE LISTED	Information Service Industry	ESVUFR	
3149¡@G-TECH	TW0003149001	2011/11/23	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3164¡@GENMONT	TW0003164000	2010/03/22	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
3167¡@TA LIANG	TW0003167003	2013/10/21	TWSE LISTED	Electric Machinery	ESVUFR	
3189¡@KINSUS	TW0003189007	2004/11/01	TWSE LISTED	Semiconductor Industry	ESVUFR	
3209¡@ALLTEK	TW0003209003	2008/11/26	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3229¡@CHEER TIME	TW0003229001	2009/12/31	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3231¡@WISTRON	TW0003231007	2003/08/19	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3257¡@CHAMPION	TW0003257002	2011/03/21	TWSE LISTED	Semiconductor Industry	ESVUFR	
3266¡@SUNTY	TW0003266003	2014/12/24	TWSE LISTED	Building Material&Construction	ESVUFR	
3296¡@POWERTECH	TW0003296000	2007/12/31	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3305¡@SHENMAO	TW0003305009	2008/07/10	TWSE LISTED	Other Electronic Industry	ESVUFR	
3308¡@BESTEC	TW0003308003	2008/03/12	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3311¡@SILITECH	TW0003311007	2004/03/08	TWSE LISTED	Communications and Internet	ESVUFR	
3312¡@G.M.I	TW0003312005	2010/12/29	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3321¡@UNIFLEX	TW0003321006	2015/12/15	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3338¡@TAISOL	TW0003338000	2013/12/13	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3346¡@LASTER TECH	TW0003346003	2016/12/19	TWSE LISTED	Automobile	ESVUFR	
3356¡@GEOVISION	TW0003356002	2005/03/28	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3376¡@SZS	TW0003376000	2007/12/31	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3380¡@ALPHA	TW0003380002	2004/12/20	TWSE LISTED	Communications and Internet	ESVUFR	
3383¡@GPI	TW0003383006	2007/12/10	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3406¡@GSEO	TW0003406005	2005/12/20	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3413¡@FITI	TW0003413001	2015/07/28	TWSE LISTED	Semiconductor Industry	ESVUFR	
3416¡@WINMATE	TW0003416004	2015/01/23	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3419¡@WHAYU	TW0003419008	2008/01/21	TWSE LISTED	Communications and Internet	ESVUFR	
3432¡@TAI TWUN	TW0003432001	2010/12/30	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3437¡@AOT	TW0003437000	2014/07/09	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3443¡@GUC	TW0003443008	2006/11/03	TWSE LISTED	Semiconductor Industry	ESVUFR	
3450¡@ELASER	TW0003450003	2006/04/12	TWSE LISTED	Other Electronic Industry	ESVUFR	
3454¡@VIVOTEK	TW0003454005	2011/07/22	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3481¡@INX	TW0003481008	2006/10/24	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3494¡@HITI	TW0003494001	2007/12/13	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3501¡@WELL SHIN	TW0003501003	2007/09/20	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3504¡@YOUNG OPTICS	TW0003504007	2007/01/26	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3515¡@ASROCK	TW0003515003	2007/11/08	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3518¡@PT TECH.	TW0003518007	2007/11/28	TWSE LISTED	Other Electronic Industry	ESVUFR	
3528¡@ANSTEK	TW0003528006	2016/05/18	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3530¡@SOI	TW0003530002	2018/07/16	TWSE LISTED	Semiconductor Industry	ESVUFR	
3532¡@FST	TW0003532008	2007/12/10	TWSE LISTED	Semiconductor Industry	ESVUFR	
3533¡@LOTES	TW0003533006	2007/12/10	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3535¡@FAVITE	TW0003535001	2008/01/31	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3536¡@STI	TW0003536009	2008/04/30	TWSE LISTED	Semiconductor Industry	ESVUFR	
3543¡@JOCHU	TW0003543005	2020/04/15	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3545¡@FOCALTECH	TW0003545000	2007/07/03	TWSE LISTED	Semiconductor Industry	ESVUFR	
3550¡@COPARTNER	TW0003550000	2010/11/10	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3557¡@JIAWEI	TW0003557005	2008/02/27	TWSE LISTED	Others	ESVUFR	
3563¡@MACHVISION	TW0003563003	2019/04/02	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3576¡@URE	TW0003576005	2009/01/12	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3583¡@SCIENTECH	TW0003583001	2013/03/12	TWSE LISTED	Semiconductor Industry	ESVUFR	
3588¡@LD	TW0003588000	2009/08/14	TWSE LISTED	Semiconductor Industry	ESVUFR	
3591¡@EDISON OPTO	TW0003591004	2010/11/12	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3593¡@LOGAH	TW0003593000	2009/03/16	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3596¡@ARCADYAN	TW0003596003	2009/03/11	TWSE LISTED	Communications and Internet	ESVUFR	
3605¡@ACES	TW0003605002	2009/03/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3607¡@COXON	TW0003607008	2009/10/28	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3617¡@CYBERPOWER	TW0003617007	2009/12/23	TWSE LISTED	Other Electronic Industry	ESVUFR	
3622¡@YFO	TW0003622007	2009/03/25	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3645¡@TMT	TW0003645008	2011/10/05	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3653¡@JENTECH	TW0003653002	2009/11/18	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3661¡@ALCHIP	KYG022421088	2014/10/28	TWSE LISTED	Semiconductor Industry	ESVUFR	
3665¡@BHI(BIZLINK)	KYG114741062	2011/04/21	TWSE LISTED	Other Electronic Industry	ESVUFR	
3669¡@AVER	TW0003669008	2011/08/25	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3673¡@TPK	KYG898431096	2010/10/29	TWSE LISTED	Optoelectronic Industry	ESVTFR	
3679¡@NISHOKU	TW0003679007	2011/10/05	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3682¡@APT	TW0003682001	2013/08/05	TWSE LISTED	Communications and Internet	ESVUFR	
3686¡@DANEN	TW0003686002	2010/07/20	TWSE LISTED	Semiconductor Industry	ESVUFR	
3694¡@AZUREWAVE	TW0003694006	2011/05/03	TWSE LISTED	Communications and Internet	ESVUFR	
3698¡@LEXTAR	TW0003698007	2011/09/29	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3701¡@FICG	TW0003701009	2004/08/30	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3702¡@WPG	TW0003702007	2005/11/09	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3703¡@CHC	TW0003703005	2010/04/08	TWSE LISTED	Building Material&Construction	ESVUFR	
3704¡@UNIZYX	TW0003704003	2010/08/16	TWSE LISTED	Communications and Internet	ESVUFR	
3705¡@Y.S.H.	TW0003705000	2011/01/03	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
3706¡@MHC	TW0003706008	2013/09/12	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3708¡@SWANCOR	TW0003708004	2016/08/31	TWSE LISTED	Chemical Industry	ESVUFR	
3711¡@ASEH	TW0003711008	2018/04/30	TWSE LISTED	Semiconductor Industry	ESVUFR	
3712¡@FIT	TW0003712006	2018/10/01	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
4104¡@EXCELSIOR	TW0004104005	2007/12/31	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4106¡@APEX	TW0004106000	2004/11/08	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4108¡@PHYTOHEALTH	TW0004108006	2008/07/16	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4119¡@SCI	TW0004119003	2004/01/07	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4133¡@ABNOVA	TW0004133004	2009/12/28	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4137¡@CHLITINA-KY	KYG211641017	2013/11/27	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4141¡@ROTAM GLOBAL	KYG7644E1098	2012/04/25	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4142¡@ADIM	TW0004142005	2012/05/03	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4144¡@COLAND	KYG2379A1094	2011/10/05	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4148 ¡@ACBT	KYG0232P1072	2017/06/08	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4155¡@OK BIOTECH	TW0004155007	2017/12/05	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4164¡@CHC	TW0004164009	2012/10/24	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4190¡@JDS	KYG518761039	2015/10/21	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4306¡@YC	TW0004306006	2008/01/21	TWSE LISTED	Plastic	ESVUFR	
4414¡@ROO HSING	TW0004414008	2004/09/06	TWSE LISTED	Textile	ESVUFR	
4426¡@LI CHENG	TW0004426002	2011/12/16	TWSE LISTED	Textile	ESVUFR	
4438¡@QVE	TW0004438007	2016/10/18	TWSE LISTED	Textile	ESVUFR	
4439¡@TST GROUP	KYG9114F1037	2019/12/05	TWSE LISTED	Textile	ESVUFR	
4526¡@TONGTAI	TW0004526009	2003/09/15	TWSE LISTED	Electric Machinery	ESVUFR	
4532¡@RECHI	TW0004532007	2003/08/04	TWSE LISTED	Electric Machinery	ESVUFR	
4536¡@TOPKEY	TW0004536008	2013/10/09	TWSE LISTED	Others	ESVUFR	
4540¡@TBI MOTION	TW0004540000	2018/08/15	TWSE LISTED	Electric Machinery	ESVUFR	
4545¡@MAP	TW0004545009	2016/01/06	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4551¡@GLOBAL PMX	TW0004551007	2015/08/10	TWSE LISTED	Automobile	ESVUFR	
4552¡@LIDA	KYG5479W1033	2016/07/20	TWSE LISTED	Electric Machinery	ESVUFR	
4555¡@CHELIC	TW0004555008	2015/10/27	TWSE LISTED	Electric Machinery	ESVUFR	
4557¡@YUSIN	KYG988461011	2015/10/12	TWSE LISTED	Automobile	ESVUFR	
4560¡@STRONG H	KYG853531039	2017/05/26	TWSE LISTED	Electric Machinery	ESVUFR	
4562¡@YHT	TW0004562004	2017/08/21	TWSE LISTED	Electric Machinery	ESVUFR	
4564¡@MOSA	TW0004564000	2019/03/07	TWSE LISTED	Electric Machinery	ESVUFR	
4566¡@GLOBAL TEK	TW0004566005	2018/02/05	TWSE LISTED	Electric Machinery	ESVUFR	
4571¡@KHGEARS	KYG5258M1024	2019/09/17	TWSE LISTED	Electric Machinery	ESVUFR	
4572¡@DPI	TW0004572003	2019/09/10	TWSE LISTED	Electric Machinery	ESVUFR	
4576¡@HMC	TW0004576004	2019/09/04	TWSE LISTED	Electric Machinery	ESVUFR	
4581¡@WKG	KYG977291007	2020/03/09	TWSE LISTED	Automobile	ESVUFR	
4720¡@TEX YEAR	TW0004720008	2015/06/24	TWSE LISTED	Chemical Industry	ESVUFR	
4722¡@QPC	TW0004722004	2012/08/15	TWSE LISTED	Chemical Industry	ESVUFR	
4725¡@TPCC	TW0004725007	2007/10/02	TWSE LISTED	Chemical Industry	ESVUFR	
4737¡@BIONIME	TW0004737002	2010/12/23	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4739¡@COREMAX	TW0004739008	2017/09/08	TWSE LISTED	Chemical Industry	ESVUFR	
4746¡@FRMSL	TW0004746003	2011/03/01	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
4755¡@SAN FU	TW0004755004	2013/11/27	TWSE LISTED	Chemical Industry	ESVUFR	
4763¡@ACE	KYG5138S1057	2015/11/09	TWSE LISTED	Chemical Industry	ESVUFR	
4764¡@DBC	TW0004764006	2018/01/04	TWSE LISTED	Chemical Industry	ESVUFR	
4766¡@NAN PAO	TW0004766001	2018/11/28	TWSE LISTED	Chemical Industry	ESVUFR	
4807¡@RH	KYG7473R1065	2017/06/26	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
4904¡@FAR EASTONE	TW0004904008	2005/08/24	TWSE LISTED	Communications and Internet	ESVUFR	
4906¡@GEMTEK	TW0004906003	2003/06/30	TWSE LISTED	Communications and Internet	ESVUFR	
4912¡@Lemtech-KY	KYG545091079	2015/05/21	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4915¡@PRIMAX	TW0004915004	2012/10/05	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4916¡@PARPRO	TW0004916002	2013/11/21	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
4919¡@NTC	TW0004919006	2010/09/27	TWSE LISTED	Semiconductor Industry	ESVUFR	
4927¡@APEX	KYG0407M1033	2015/09/08	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4930¡@STAR COMGISTIC	TW0004930003	2010/06/21	TWSE LISTED	Electrical & Cable	ESVUFR	
4934¡@TAINERGY	TW0004934005	2010/03/10	TWSE LISTED	Optoelectronic Industry	ESVUFR	
4935¡@GLT	KYG3931M1024	2011/07/28	TWSE LISTED	Optoelectronic Industry	ESVUFR	
4938¡@PEGATRON	TW0004938006	2010/06/24	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
4942¡@CHIA CHANG	TW0004942008	2011/06/27	TWSE LISTED	Optoelectronic Industry	ESVUFR	
4943¡@CONCRAFT	KYG2346M1033	2016/11/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4952¡@GENERALPLUS	TW0004952007	2011/11/01	TWSE LISTED	Semiconductor Industry	ESVUFR	
4956¡@EPILEDS	TW0004956008	2011/10/24	TWSE LISTED	Optoelectronic Industry	ESVUFR	
4958¡@ZDT	KYG989221000	2011/12/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4960¡@CMMT	TW0004960000	2011/10/24	TWSE LISTED	Optoelectronic Industry	ESVUFR	
4961¡@FITIPOWER	TW0004961008	2018/10/17	TWSE LISTED	Semiconductor Industry	ESVUFR	
4967¡@TEAM	TW0004967005	2019/01/14	TWSE LISTED	Semiconductor Industry	ESVUFR	
4968¡@RICHWAVE	TW0004968003	2015/11/13	TWSE LISTED	Semiconductor Industry	ESVUFR	
4976¡@CALIN	TW0004976006	2012/11/20	TWSE LISTED	Optoelectronic Industry	ESVUFR	
4977¡@PCL	KYG6956N1034	2013/11/20	TWSE LISTED	Communications and Internet	ESVUFR	
4989¡@LCYT	TW0004989009	2018/06/28	TWSE LISTED	Electronic Parts/Components	ESVUFR	
4994¡@X-LEGEND	TW0004994009	2013/12/25	TWSE LISTED	Information Service Industry	ESVUFR	
4999¡@SINHER	TW0004999008	2013/06/03	TWSE LISTED	Electronic Parts/Components	ESVUFR	
5007¡@SAN SHING	TW0005007009	2011/09/16	TWSE LISTED	Iron & Steel	ESVUFR	
5203¡@CYBERLINK	TW0005203004	2004/09/27	TWSE LISTED	Information Service Industry	ESVUFR	
5215¡@KO JA	KYG530791022	2011/12/26	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
5225¡@EASTECH	KYG291021031	2012/11/05	TWSE LISTED	Other Electronic Industry	ESVUFR	
5234¡@DAXIN	TW0005234009	2012/07/16	TWSE LISTED	Optoelectronic Industry	ESVUFR	
5243¡@ESON	KYG312361051	2013/11/25	TWSE LISTED	Optoelectronic Industry	ESVUFR	
5258¡@CASTLES	TW0005258008	2016/12/30	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
5264¡@CASETEK	KYG193031096	2013/01/25	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
5269¡@ASMEDIA	TW0005269005	2012/12/12	TWSE LISTED	Semiconductor Industry	ESVUFR	
5283¡@HERAN	TW0005283006	2019/05/24	TWSE LISTED	Electrical & Cable	ESVUFR	
5284¡@JPP	KYG521131006	2017/03/09	TWSE LISTED	Others	ESVUFR	
5285¡@JIH LIN	TW0005285001	2014/02/25	TWSE LISTED	Semiconductor Industry	ESVUFR	
5288¡@EUROCHARM	KYG314551014	2014/09/25	TWSE LISTED	Electric Machinery	ESVUFR	
5305¡@LSC	TW0005305007	2004/07/19	TWSE LISTED	Semiconductor Industry	ESVUFR	
5388¡@SERCOMM	TW0005388003	2007/12/03	TWSE LISTED	Communications and Internet	ESVUFR	
5434¡@TOPCO	TW0005434005	2003/08/25	TWSE LISTED	Electronic Products Distributi	ESVUFR	
5469¡@HSB	TW0005469001	2003/08/25	TWSE LISTED	Electronic Parts/Components	ESVUFR	
5471¡@SONIX	TW0005471007	2003/08/25	TWSE LISTED	Semiconductor Industry	ESVUFR	
5484¡@EVERFOCUS	TW0005484000	2003/08/25	TWSE LISTED	Optoelectronic Industry	ESVUFR	
5515¡@CHIEN KUO	TW0005515001	2003/10/06	TWSE LISTED	Building Material&Construction	ESVUFR	
5519¡@LD	TW0005519003	2014/02/10	TWSE LISTED	Building Material&Construction	ESVUFR	
5521¡@KSECO	TW0005521009	2012/12/18	TWSE LISTED	Building Material&Construction	ESVUFR	
5522¡@FARGLORY	TW0005522007	2007/08/06	TWSE LISTED	Building Material&Construction	ESVUFR	
5525¡@SWEETEN	TW0005525000	2004/11/26	TWSE LISTED	Building Material&Construction	ESVUFR	
5531¡@SHINING	TW0005531008	2005/01/31	TWSE LISTED	Building Material&Construction	ESVUFR	
5533¡@FOUNDING	TW0005533004	2008/04/30	TWSE LISTED	Building Material&Construction	ESVUFR	
5534¡@CHONG HONG	TW0005534002	2004/05/24	TWSE LISTED	Building Material&Construction	ESVUFR	
5538¡@TONG MING	KYG8919A1031	2013/12/16	TWSE LISTED	Iron & Steel	ESVUFR	
5546¡@YGI	KYG566541093	2020/05/20	TWSE LISTED	Building Material&Construction	ESVUFR	
5607¡@FARGLORY FTZ	TW0005607006	2004/12/02	TWSE LISTED	Shipping & Transportation	ESVUFR	
5608¡@S. W.	TW0005608004	2003/08/25	TWSE LISTED	Shipping & Transportation	ESVUFR	
5706¡@PHX TOUR	TW0005706006	2011/10/21	TWSE LISTED	Tourism	ESVUFR	
5871¡@CHAILEASE	KYG202881093	2011/12/13	TWSE LISTED	Others	ESVUFR	
5876¡@SCSB	TW0005876007	2018/10/19	TWSE LISTED	Financial & Insurance	ESVUFR	
5880¡@TCFHC	TW0005880009	2011/12/01	TWSE LISTED	Financial & Insurance	ESVUFR	
5906¡@TAINAN CAYMAN	KYG8661M1078	2011/10/24	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
5907¡@GORG	KYG4064G1029	2012/06/06	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
6005¡@CSC	TW0006005002	2005/11/21	TWSE LISTED	Financial & Insurance	ESVUFR	
6024¡@CFC	TW0006024003	2017/10/16	TWSE LISTED	Financial & Insurance	ESVUFR	
6108¡@APCB INC.	TW0006108004	2008/12/30	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6112¡@SYSAGE	TW0006112006	2003/08/04	TWSE LISTED	Information Service Industry	ESVUFR	
6115¡@I-SHENG	TW0006115009	2004/07/19	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6116¡@HANNSTAR	TW0006116007	2004/09/06	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6117¡@IN WIN	TW0006117005	2003/08/25	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6120¡@DARWIN	TW0006120009	2006/09/13	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6128¡@GPI	TW0006128002	2003/06/16	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6131¡@AC&C INT'L	TW0006131006	2004/09/27	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6133¡@GBE	TW0006133002	2003/08/15	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6136¡@FTC	TW0006136005	2003/08/25	TWSE LISTED	Communications and Internet	ESVUFR	
6139¡@L & K	TW0006139009	2003/08/25	TWSE LISTED	Other Electronic Industry	ESVUFR	
6141¡@PLOTECH	TW0006141005	2003/10/22	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6142¡@CAMEO	TW0006142003	2003/08/04	TWSE LISTED	Communications and Internet	ESVUFR	
6152¡@PRIME	TW0006152002	2009/12/08	TWSE LISTED	Communications and Internet	ESVUFR	
6153¡@CAREER TECH.	TW0006153000	2008/01/21	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6155¡@KC	TW0006155005	2006/08/18	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6164¡@LEDTECH	TW0006164007	2008/10/21	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6165¡@JTT	TW0006165004	2003/08/04	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6166¡@ADLINK	TW0006166002	2004/11/08	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6168¡@HARVATEK CORPOR	TW0006168008	2003/08/25	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6172¡@BILLIONTON	TW0006172000	2004/05/24	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6176¡@ROEC	TW0006176001	2007/05/15	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6177¡@DA-LI CO.,LTD.	TW0006177009	2013/08/01	TWSE LISTED	Building Material&Construction	ESVUFR	
6183¡@TRADE-VAN	TW0006183007	2011/12/01	TWSE LISTED	Information Service Industry	ESVUFR	
6184¡@DAFENG TV LTD.	TW0006184005	2005/02/15	TWSE LISTED	Others	ESVUFR	
6189¡@PROMATE	TW0006189004	2004/05/24	TWSE LISTED	Electronic Products Distributi	ESVUFR	
6191¡@GBM	TW0006191000	2007/10/19	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6192¡@LUMAX	TW0006192008	2004/09/27	TWSE LISTED	Other Electronic Industry	ESVUFR	
6196¡@MIC	TW0006196009	2004/05/24	TWSE LISTED	Other Electronic Industry	ESVUFR	
6197¡@JPC	TW0006197007	2004/11/08	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6201¡@YAHORNG	TW0006201007	2004/09/27	TWSE LISTED	Other Electronic Industry	ESVUFR	
6202¡@HOLTEK	TW0006202005	2004/09/27	TWSE LISTED	Semiconductor Industry	ESVUFR	
6205¡@COXOC	TW0006205008	2008/01/21	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6206¡@FLYTECH	TW0006206006	2004/08/03	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6209¡@KINKO	TW0006209000	2004/11/08	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6213¡@ITEQ	TW0006213002	2008/01/21	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6214¡@SYSTEX	TW0006214000	2010/12/30	TWSE LISTED	Information Service Industry	ESVUFR	
6215¡@AUROTEK	TW0006215007	2007/12/31	TWSE LISTED	Other Electronic Industry	ESVUFR	
6216¡@DRAYTEK CORP.	TW0006216005	2004/09/27	TWSE LISTED	Communications and Internet	ESVUFR	
6224¡@PTTC.	TW0006224009	2009/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6225¡@AIPTEK	TW0006225006	2004/09/27	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6226¡@PARA LIGHT	TW0006226004	2008/11/10	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6230¡@CCI	TW0006230006	2010/09/16	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6235¡@WAFFER	TW0006235005	2004/08/23	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6239¡@PTI	TW0006239007	2004/11/08	TWSE LISTED	Semiconductor Industry	ESVUFR	
6243¡@ENE	TW0006243009	2009/12/17	TWSE LISTED	Semiconductor Industry	ESVUFR	
6251¡@DYNAMIC	TW0006251002	2009/03/18	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6257¡@SIGURD	TW0006257009	2003/08/25	TWSE LISTED	Semiconductor Industry	ESVUFR	
6269¡@FLEXIUM	TW0006269004	2003/09/23	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6271¡@THEIL	TW0006271000	2007/11/16	TWSE LISTED	Semiconductor Industry	ESVUFR	
6277¡@ATEN	TW0006277007	2003/10/30	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6278¡@TSMT	TW0006278005	2010/08/24	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6281¡@E-LIFE	TW0006281009	2005/12/08	TWSE LISTED	Electronic Products Distributi	ESVUFR	
6282¡@ACBEL	TW0006282007	2003/09/08	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6283¡@SOE	TW0006283005	2008/01/21	TWSE LISTED	Other Electronic Industry	ESVUFR	
6285¡@WNC	TW0006285000	2003/09/22	TWSE LISTED	Communications and Internet	ESVUFR	
6288¡@EOI	TW0006288004	2018/05/09	TWSE LISTED	Automobile	ESVUFR	
6289¡@AOC	TW0006289002	2003/08/28	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6405¡@ONANO	TW0006405004	2013/11/28	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6409¡@VOLTRONIC	TW0006409006	2014/03/31	TWSE LISTED	Other Electronic Industry	ESVUFR	
6412¡@CHICONY POWER	TW0006412000	2013/11/08	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6414¡@ENNOCONN	TW0006414006	2014/03/28	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6415¡@SILERGY	KYG8190F1028	2013/12/12	TWSE LISTED	Semiconductor Industry	ESVUFR	
6416¡@CASWELL	TW0006416001	2018/04/16	TWSE LISTED	Communications and Internet	ESVUFR	
6431¡@KSKL	KYG532651075	2014/12/04	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6442¡@EZCONN	TW0006442007	2015/07/14	TWSE LISTED	Communications and Internet	ESVUFR	
